workerId    assignmentId    q1  q2  q3  q4  q5
5da78f61a60c0d0017d6ed89	668ac320c623b9b9500babbd	3	3	4	3	3
668aaf09ffb91adbf2957fe9	668ac320c623b9b9500babbd	2	2	2	1	2
6447cbf7356408059fe225d7	668ac320c623b9b9500babbd	2	3	2	1	1
66796ecee964ef59531e3cf3	668ac320c623b9b9500babbd	1	2	1	1	1
5ade302d0cdede000169f682	668ac320c623b9b9500babbd	2	2	2	2	1
668304d67b14604f5b31fdc2	668ac320c623b9b9500babbd	3	3	3	3	3
615cca0faa6b030f29e13aa1	668ac320c623b9b9500babbd	1	2	2	2	2
664d0d6c17b3bbd3502b2441	668ac320c623b9b9500babbd	3	3	2	2	2
66520da15457a5e65d2ec66f	668ac320c623b9b9500babbd	1	2	2	2	1
6648a891957434ad183ce6b4	668ac320c623b9b9500babbd	1	1	1	1	1
667ac4588cd6cbe996dec5ea	668ac320c623b9b9500babbd	4	3	3	3	3
667ac4588cd6cbe996dec5ea	668ac320c623b9b9500babbd	4	3	3	3	3
667ac4588cd6cbe996dec5ea	668ac320c623b9b9500babbd	4	3	3	3	3
63f77bdf07da8d9275eee1e4	668ac320c623b9b9500babbd	1	1	1	1	1
668a96f8570931b731f36974	668ac320c623b9b9500babbd	3	3	2	2	3
5eecf6e2f865250d3cd6ae39	668ac320c623b9b9500babbd	3	4	3	2	3
5cf7b753d5478e0001da744d	668ac320c623b9b9500babbd	1	2	3	2	2
60fbe4b3cc1947cc251a35e7	668ac320c623b9b9500babbd	1	1	1	1	1
6640c197977a4d2b8d433e02	668ac320c623b9b9500babbd	5	5	5	5	5
60945dd7d1b9573ef28b8ebe	668ac320c623b9b9500babbd	3	4	4	2	3
610494913d835773a71d8678	668ac320c623b9b9500babbd	4	5	4	5	4
6674d3e9992c153b1f2f0632	668ac320c623b9b9500babbd	4	3	3	4	3
5d5dcc2e8acdd1001a9f4b18	668ac320c623b9b9500babbd	3	2	3	2	2
5f1b0c3a98d3b329f6efcc48	668ac320c623b9b9500babbd	2	2	2	1	2
6681dea401ca699e9d6cb1d6	668ac320c623b9b9500babbd	5	4	4	3	3
5bdf4f8ec777fa00016206b3	668ac320c623b9b9500babbd	3	3	4	2	3
66899a43c6844e3085106b07	668ac320c623b9b9500babbd	4	4	3	3	3
665dfa52e2d02df0c9d6e10b	668ac320c623b9b9500babbd	1	2	2	2	2
668ab0ad15d4fb2cd5fd9546	668ac320c623b9b9500babbd	2	2	2	2	2
668581a3e6566a709a9d1b10	668ac320c623b9b9500babbd	4	4	4	4	3
