workerId    assignmentId    q1  q2  q3  q4  q5

A1M8BYIP0KZJZX	37TRT2X24RZ5CDUW75EW6GG6FQSBJF	5	4	5	5	4
A3AAGSDIWQ6OZV	3KGTPGBS6YTK2G5U0BPZCPMD20DU2S	2	2	1	1	2
A3L7VXSFUFELW	33UKMF931ASZM2KIJLJL8G91JZMTTV	4	3	4	3	4
A3T72ITKOYCHUU	3V5Q80FXIYZ03MSBLRTYPGWDPN6235	4	4	4	2	3
A2M6LJMH3YHS5U	37XITHEISXH5K65FTAJ0JR8F7SZCRS	5	5	4	4	4
A2HD7J34E0J7C1	38F5OAUN5OKMJVWG6OZVP1EVJ8DH7A	4	3	2	2	3
A1U3FLIKOVUQAQ	39O5D9O87U0D14KDIKI41T5Z1FO3CM	4	3	4	3	3
A2KVNFOIRZ8PTB	3CPLWGV3MP7I7A6KOJSS8H2X0BEN97	5	5	5	4	5
A3T9WZOUQGE2UW	3NG53N1RLWRIWQZNZ6Z6CACHGK08P2	3	3	2	2	3
A3DZEICLZNLJVK	3VSOLARPKCHB36DA608DZ34RVUX39H	1	1	3	3	3
A1VSIU3RECGBSP	354P56DE9LBB94AWHIBUTFLXSK8S7M	1	1	1	2	2
A1AVXGO6VIGH7D	30IQTZXKALE5NAWBQTW8D8S2ZL50X3	2	3	3	2	2
A1PIGZNLSQMGNW	384PI804XT9XRTACWJQLE0BAK6C0S4	2	3	3	2	3
A39BTLOMORC325	3A1COHJ8NK3QJ91ZGTR131AQUTBH8R	2	2	2	1	2
A2VU7KJ5LAEGJ0	3180JW2OT5K3NXDN6VNJ3UGE5VGJ5Y	3	2	2	2	2
A34P1UTHMRAAL1	3Z3ZLGNNSJ2HV5UWN2JZLYUG5UJQ38	5	5	5	5	4
A1V354P8Y69WRH	39O5D9O87U0D14KDIKI41T5Z1FJ3CH	4	4	4	5	4
A30WP0FVP5K8GN	3H7XDTSHKDZN9E26UQPPWH1BX07GWC	5	5	5	5	5
A2LRS9SN0Z93O5	3MYYFCXHJ4FB0CJMKKJ61PIKD784GE	3	3	4	4	4
ANKDJENR085YI	3ZSANO2JCGFOOXP2Z196H7YEQ8BFSX	4	4	4	4	4
AJFIMLAWP65TE	3JMSRU9HQJ2CAB6AYLU5ACXLDCYEVT	2	2	1	2	2
AHV91FMVV9RDM	3R9WASFE20OLP9BGUT3ED0VHDOLFZE	4	4	3	4	4
APKOKRKRT56X3	3YGXWBAF71PYJ03HIYNNBYX5FGS4CI	4	3	4	3	3
A14315KPFW8W8J	358010RM5F1LGBXRTQKXY1ISTIIVXS	4	3	4	3	3
ATTLR47OLPF3X	3TESA3PJ32IRWC4E1RHX0OJHVLOMMK	2	3	3	2	4
A2J7VPNDHXVARX	39JEC7537V9XDDMW2UOAKOXIS03CVG	2	2	2	2	1
A2HGZOXZ36XKRI	3YT88D1N096VK2W1AXZ2PCI76QXK3K	2	2	1	1	2
A1GK1IUWESBR20	3OVR4I9USQR2D1D0NGOIV3MMJWOQ46	3	2	2	2	2
A3CC05LJ1X97KR	324G5B4FB4GB8VQK8GSAJ9FEXUI074	3	3	3	3	2
ASIIBJHP327J7	3YJ6NA41JCO7G7V6QAWX10LVWXVPJ8	2	2	1	1	1
A2FKOTOAY6XWEE	388U7OUMF89LQEAZHUQGOQ6EY6ER0W	5	5	4	4	5
A7GALBG5YTY5Z	317HQ483I80BIBZNSDY5LA10J37NI0	5	5	5	5	5
A26SAYR060OO6A	3KB8R4ZV1FFVLB4VZZTT93OQN12BG8	4	4	4	3	3
A3S7YFAK9HMOYX	3VP0C6EFSH4P79JMEBAGBSMV5M36MQ	4	3	4	3	4
A17PQY6G5BQCN5	3OCHAWUVGPS7003FUM6QWS7BDLMKX8	5	4	5	5	4
A17DZTQCQMPC9A	3OVR4I9USQR2D1D0NGOIV3MMJWBQ4T	5	5	5	4	4
A2P75AMJ9JXSUG	3U84XHCDIDLBRTERAC7VMWYQOZYZ4Y	2	3	4	2	2
A2E77QMYLJYVOK	35GCEFQ6I6WQ9XVNAY2CCR6KAZ2Z3D	2	2	1	1	1
A384EFVY03N5KE	3BV8HQ2ZZX9O58AXH8KB21RVB5Z6AR	1	1	1	1	1
ABVM2KJ7CRNZ0	3B837J3LDP4LRNUBQW90YWCXTZYRSM	5	5	5	5	5
A1UWSZ35ZUHC6Z	3VNL7UK1XGRP3X2HO1EWRCU0SU3TFK	5	5	5	5	3
A3PNWI2B786C0X	38BQUHLA9X8FWFPQE7WASS8MQN6OM8	2	3	2	2	3
A1U69QDM8UIXZ5	30JNVC0ORASWPD1V2N81PSVQO2ZHQA	3	3	2	2	2
A1PQTHY6IUEFFF	3HMVI3QICK0UU473R8MAARIL6ML1YZ	5	5	5	4	5
A3UN1P6COG2PQF	386PBUZZXG5HPMG8YI3QKJCBROHLJV	1	1	2	2	2
A2OM8VOFPTQ8V	3M23Y66PO3FS54WRY862N1L1XC86SR	2	2	2	1	4
A1K2JQLHT31W8Z	3KMS4QQVK3YQ0ECUUS04QL749HYKFR	3	2	3	2	3
A3DWR750GDUHOT	3UJ1CZ6IZIXWM0WDTPWXVV711HZ5SC	3	4	4	3	4
A2VUF0V7HT51Q3	39GXDJN2OUMV1AWJLI85I21Z2CV8VP	3	3	3	3	3
ABR849Y69MDQI	3YW4XOSQKRTDDVNYH7PL76C8AZG1U9	2	2	2	2	2
AGKQYSULBNIUV	3KXIR214I5OLLIBFL5YHZLOJ3S6426	3	3	5	5	5
A3ICUZZKLPICQB	3AMW0RGHOEA3ZXMR58OPU72C5JTPN9	3	4	3	4	4
AXV2CA5TY066N	37Z929RLGAGY7273ULEVYBDFHLNSTU	5	5	4	5	5
AFIK3VBMMX6G6	3VELCLL3GLROUDQ8MIUML6B50C31FC	4	4	4	4	4
A15NMGHFGAWT9	3634BBTX0P2ZUJM6UPFSD5SRHEIFIM	2	1	1	2	2
AN708FWWYGN1E	3SEPORI8WO7QTIU8JDHMZZKQGBDZAW	3	3	3	3	3
A2BB9SHJKRYRAM	3KJYX6QCMAJKLRS2CM5W7SADINGJVB	2	3	4	3	3
A2CUA89TFPS6A3	3NG53N1RLWRIWQZNZ6Z6CACHGOP8PZ	2	2	2	1	1
A3DSU8RJ9BWCMC	39U1BHVTDMZUNLMO46DUQ353P5LT30	3	2	2	2	3
A34OOQZTGKHJB6	39GAF6DQWS8DQACYMXZQ3SERO7P1V0	2	2	2	2	2
A2MEJZRCLOSOSF	3WYGZ5XF3XNZ4JHG0C03XKQJY8UKSE	5	4	4	4	4
A1GV1RFGRGU78V	3B2X28YI3XNTOIFPNMK7XCB1TQVB68	3	4	3	2	4
AQN3WMCEA96DQ	3X65QVEQI1VUH8A2OQM4XFZG16JCLN	1	1	1	1	2
AVYMEI908YXCT	3E13VNJ1NO3844SYNQ07O3OXG5R1I1	5	5	5	5	5
A3169N2SCN3ENK	3PJ71Z61R5AFT3ZVJWUUBAPUXG691U	4	4	4	4	4
A3D6UAJYL8CLAI	3WI0P0II620FPYBTT6EB3XQXSZFRDP	5	4	4	4	3
A25QEOBUEVJ750	3H8DHMCCWAJT2UYY3M5E2L4JX7RKDV	4	4	3	3	3
A10MSB9X1UFLJ5	3QJOXOW4XKZTKOC1KTTENGE8MOVME3	2	2	1	1	2
AI0K2LZWV73MB	3JCG6DTRV4Y9260YLDVVY6NRFSKQQA	2	2	1	1	2
A8JFZCMHXNHD9	31Q0U3WYDQNBFKB24ZWAXEYO2Q4712	2	2	2	1	2
ACQTR91FYO7VD	333U7HK6IANYRASGL1521646IJZDJZ	2	2	1	2	2
A1KD2PXNC67ECX	3WEV0KO0ON0RQDB68VEGT7VTE2FSDX	4	5	3	5	5
ATPXLMZRF6Q1C	3JMSRU9HQJ2CAB6AYLU5ACXLDILVE9	5	5	5	4	4
A2BY4F7LXUBH9C	3Z2R0DQ0JIM3DK88ABAU870AHL52EO	3	3	2	3	3
A36FSYLKISUG3C	3CCZ6YKWR8REHL0EKJW6E02BAYM95S	3	3	2	2	3
A2PQMJ48ICRUCF	38F5OAUN5OKMJVWG6OZVP1EVKHQH76	3	3	5	5	4
A2SSTILVHXNI64	3R6P78PK7LJVHXYCZLKE9XUCUE7GTL	3	2	2	2	3
A2FVBD02VFANTG	3YMTUJH0DTOF5H5S4KID08X949U4TI	1	1	1	1	1
A28Q62KFTLCFPC	3OLF68YTNA9KO138I1NFW7485AMFA0	2	2	2	2	2
A1UZXOMO6BS6I2	3PQMUDRV7SEJ4AOWVXLDG25JYANII2	2	2	2	1	2
A3RB849M3Q6RPL	3LPW2N6LKUAC1DOHIURXAWPPNJ65UP	4	4	5	4	4
A13B76IU2R3W8U	null	2	2	2	2	1
