workerId    assignmentId    q1  q2  q3  q4  q5
AX1TWZNM2XLYO	3OHYZ19UGDDEUEG1H465J1DMWVAAOH	5	5	5	5	5
AMCJQTBCGX9R5	3OUYGIZWR860E1UK42MRJV6ZXEU0PX	5	5	4	4	4
A3FCYUTV0X0Z6U	3DUZQ9U6SNWDKUBSZGEAZT10EUEVS0	5	5	5	5	5
AFUUPNBIKHRFZ	3MMN5BL1W0CQAQW4V9CI4PABVL33MZ	2	2	5	3	3
AA3OOA62I1EEB	3JPSL1DZ5T7WCTGPGP6S4CDH6L5AN2	5	4	5	5	5
A3DHYTZ1GPN0T8	3AUQQEL7U61DJLRGQEVQPNVHJ2V0VI	4	4	5	5	3
A3DKFBFK3FA3MA	358UUM7WR0BZ8PAJ2TBP35G16AOR7G	5	5	5	5	5
A161R7U61GXNFC	3PDJHANYK6O3FVIBNEU3JNEZOQ66HZ	5	5	5	4	5
A1WG6Z8BYDMC4F	3KJYX6QCMAJKLRS2CM5W7SADIB1VJK	1	2	3	4	2
A1QR3D42GHZ3PT	3PQ8K71NHYSPSAM07L1NI6TH7E7AAJ	5	5	5	5	5
A2QDYB44XVHL1H	3GGAI1SQEW6ENQSNO2NJXSE51YHCM7	5	5	4	5	5
A3G991Y0PG5BIC	3A7Y0R2P2PWCPGXXC16EVD7YYM9XJP	5	5	5	5	4
ARGR4AJESGHHP	30BUDKLTXE3VCHRVSUCS6E3M0F3E5B	5	5	5	5	5
A39XF45WLMIGX2	3S3AMIZX3VDBJWMAB9OGE2RBSKPDCQ	2	2	2	1	2
AQ3KPKZ6UIYPF	3137ONMDKHDTSEGF9QVJABUBQOIEGU	4	4	4	5	5
A10NJNV47GZDTH	36TFCYNS45IGYA27O13TJ0RJLU7HX6	2	1	1	1	1
A2Y2T613XSNQ4R	3G0WWMR1UWSOZ9N65L3EUCSMA3TNQO	4	5	5	5	4
A1NHFCWPAQNUT6	30BUDKLTXE3VCHRVSUCS6E3M0F65E5	3	3	3	2	3
A1NHFCWPAQNUT6	30BUDKLTXE3VCHRVSUCS6E3M0F65E5	3	3	3	2	3
A2DQ9P2NT6QN0U	39N5ACM9HFVIAVIX4Y5KC67S0ISP92	3	4	3	3	3
A1S7UPUHFVXX4Z	3TGOYF991YUTMSEWJVZ5I8H5LKUUUU	4	4	3	4	3
A3NNBKMR1WMS7R	3KB8R4ZV1FFVLB4VZZTT93OQNR9GB0	2	1	1	1	2
A1AYYEZDTP7VL	3WJEQKOXA9ATYM90B28U750E3K61AR	4	3	4	3	3
ANR0LIX0VLUYJ	35H6S234SB8RZ2YGMCTUUQB9JHO56Q	3	3	3	2	3
A28W7USM54QQKW	3BXQMRHWK06A9K9NAT8JRY0B8YVUM6	3	4	5	4	3
AKAUCB46DPCTO	3P4RDNWND6EFZL82DF6DS3KJA9EJIK	5	5	5	5	5
A2K607J3Z68WRR	3CPLWGV3MP7I7A6KOJSS8H2X03X9NW	5	5	4	4	5
A2MUIT2O917CH2	3AAJC4I4FH01UBXCDJUZSYN96MHJZI	2	1	2	1	2
AU1H45Y0ZTE47	3FQ5JJ512MW2O6PBSGJHYQGDBX9KN1	4	4	4	3	3
A3O2D8R010SUSA	39JEC7537V9XDDMW2UOAKOXISR4CVZ	3	4	4	3	4
AE73DZ1B5ELB	3OONKJ5DKDRJDOLTNI61ECXSEDCBOU	2	2	1	1	2
A2WOZPIFGD3RDK	3E4GGUZ1T9Z6ZK0I6XLX62DF02QK2I	3	3	4	4	3
A200Z7ILOT4S0H	3VBEN272ML7U2XLXALFOZSYQRFDSGV	4	4	5	4	4
A2KJ983WWTEK4L	3KGTPGBS6YTK2G5U0BPZCPMD2UWU2Z	5	5	5	5	5
A2P37651146LL5	3R2PKQ87NXG50TENGCJ58VC0E4RMIB	1	1	1	1	1
A1NCO5A4JYHGKQ	3MMN5BL1W0CQAQW4V9CI4PABVMYM3F	2	2	2	1	1
A1PLZ8RM4NW43J	3OXV7EAXLFYOLNBC8T51FTDP5MJ36M	5	5	5	5	4
A147I0K984NT1E	3PZDLQMM0UTOGMOUEK4ZIJ07VUW2C4	1	1	1	2	2
A3AUCEKATP0Q4I	317HQ483I80BIBZNSDY5LA10JUDINJ	1	2	1	1	1
APSN3KV49VLKX	3GS6S824SR5TJ6JSHU2KM1A8Y5DWN6	3	4	4	4	3
A1P2VPR72DLRBL	3OONKJ5DKDRJDOLTNI61ECXSEE2BOM	4	3	5	5	5
AOQ5KGJJBHHMU	3NGI5ARFTUD0LQF20LQRX0P92771PA	5	5	5	5	5
A4KSSWL5Z1V2L	3X87C8JFV7JLFMFBDHK0T62SX37QSB	4	4	3	4	5
A29M3M3SX14ITF	3HL8HNGX4696JIT3QV9F0CTOYDHF93	2	3	2	2	3
A61O63GZQBBK5	3BF51CHDTWI81KWWLPEMAM48BO1H0S	4	3	3	1	1
A15U9TI8E5QJVD	30ZX6P7VF93BO0U0OCLL5ND2LFWJ2S	4	4	4	4	4
A2317T0VK1GNUR	3KYQYYSHYWFCSLJD1EX792LSH0VDOE	4	4	4	4	4
A19OW4DYYFIJDG	3GD6L00D3T5U0NIP85YZGWVEX3EM1J	2	3	3	2	4
A21LDJ3BBOVZDN	3QIYRE09Y4P0I53PK6DZTBKE2TTN1P	2	2	2	2	2
A1ZSF0TMW419EK	3Q5ZZ9ZEVPNE3GH4FRQSE470PE0582	1	1	1	1	1
A2SS3OZESN3C5U	3PJUZCGDJ7OX43JGIH39QKC2BA798L	1	1	1	1	1
A16P7DW4CB4JPM	3SB5N7Y3O4CU1O1L1JW4PMS7WQW0GO	5	5	5	5	5
