workerId, assignmentId, hitId, advice, reward, choices, results, timeToReadInstructions, timeToTakeQuiz, quizWrongTriesCounter, answerTimePerRound
A1GRPIBHW72HDU,3TOK3KHVJUQWBCI3A1UL9ABVFNOO76,3DWNFENNE33I4UBT2OZ79IFEYYQ4JU,1 1 1 1 1 1 1 1 1 1,416,1 1 0 0 1 1 1 0 1 1,88 48 53 2 48 58 21 0 15 83,17.1380,34.4970,1,4.2620 2.5680 1.7120 1.5360 0.6250 0.7700 0.5930 0.4790 0.4400 0.5600
AOG0PUCLMU0HH,373ERPL3YPGM6N7QFWEQ818IF7ZTRW,3DWNFENNE33I4UBT2OZ79IFEYYQ4JU,1 1 1 1 1 1 1 1 1 1,315,1 0 0 1 0 1 0 1 1 0,1 24 6 49 44 45 27 78 35 6,2.4023,58.0079,2,8.4232 2.1274 1.5995 0.8238 3.0557 1.4086 0.5117 1.0958 0.5991 0.3360
AQDH5T9UGY1UV,3VA45EW49OVI0Q31LLDC80KIC1P1ON,3DWNFENNE33I4UBT2OZ79IFEYYQ4JU,1 1 1 1 1 1 1 1 1 1,486,1 1 1 1 1 0 1 1 0 1,57 84 23 93 0 24 100 3 49 53,35.8299,25.4660,0,6.6193 6.0281 4.3560 0.5683 2.1379 0.9938 0.5818 0.5459 0.4739 0.6062
AD1ILDUXZHASF,3HVVDCPGTF0V3OJCTR6KGX1FIUEYT3,3DWNFENNE33I4UBT2OZ79IFEYYQ4JU,1 1 1 1 1 1 1 1 1 1,334,1 1 0 1 0 0 0 0 0 0,100 4 5 31 10 30 68 15 59 12,9.6234,18.9214,0,14.4770 4.7360 1.9429 6.9762 4.3510 5.9360 1.9675 0.7674 0.3602 0.6798
A9BYSE59FQHRO,33C7UALJVM6FFYGLE4OGBEUIXWL18K,3DWNFENNE33I4UBT2OZ79IFEYYQ4JU,1 1 1 1 1 1 1 1 1 1,596,1 1 1 1 1 1 1 1 1 1,100 64 63 27 54 50 45 54 73 66,4.9070,41.2940,1,4.8570 2.5990 2.1500 1.7370 1.0760 0.9530 1.5900 1.0570 0.8170 1.0330
A39MKVROUZ1UWR,3NLZY2D53QXYB9KLT8NZHKOWP8CLQL,3DWNFENNE33I4UBT2OZ79IFEYYQ4JU,1 1 1 1 1 1 1 1 1 1,340,1 1 1 1 0 0 0 1 0 1,95 60 6 31 17 8 67 2 4 50,28.9745,30.8481,1,6.6017 2.9246 0.7759 3.1601 0.7743 0.7200 1.0237 1.2488 0.4948 0.5619
A2PEWLBATA6HAA,3OS4RQUCRANP7B80OFNBRIOD6CPBFU,3DWNFENNE33I4UBT2OZ79IFEYYQ4JU,1 1 1 1 1 1 1 1 1 1,528,1 1 0 1 1 1 1 1 1 1,50 36 20 54 38 66 86 65 53 60,40.1960,40.8590,1,7.2090 7.9530 4.1890 3.9860 1.6870 2.1590 2.1180 1.5800 1.6090 1.7740
A104V8NZIQFN2F,3X08E93BHWQNI6YURV3ZMWP8ZCB661,3DWNFENNE33I4UBT2OZ79IFEYYQ4JU,1 1 1 1 1 1 1 1 1 1,454,1 1 1 0 1 0 1 0 1 1,60 100 76 68 8 46 24 12 43 17,17.5720,34.3877,0,5.4576 4.1337 3.0579 3.1795 2.2217 2.6214 1.1949 1.7147 1.4852 1.3777
AVV45BXBPOCS0,3OVHNO1VE79ORPXK3N8OP0SVL2VDZR,3DWNFENNE33I4UBT2OZ79IFEYYQ4JU,1 1 1 1 1 1 1 1 1 1,556,1 1 1 0 0 1 0 1 1 0,58 63 51 100 43 62 11 72 50 46,58.2500,53.6086,1,25.3168 6.4703 4.6793 5.2792 4.5298 2.0390 4.6997 1.0815 2.1098 1.9914
A3H0133NSXWYTM,3QILPRALQ63IT5NAJRME8L7L0XQ8NZ,3DWNFENNE33I4UBT2OZ79IFEYYQ4JU,1 1 1 1 1 1 1 1 1 1,446,1 1 0 1 0 1 1 1 1 1,3 69 11 59 25 64 59 63 65 28,194.8560,57.2030,2,7.9830 3.9623 1.1162 1.0276 6.7152 1.8955 0.8371 0.7551 0.7666 1.0211
