workerId    assignmentId    q1  q2  q3  q4  q5						
A3SXNRM8UV25U8	3RYC5T2D741OEVEJYF563R7MWWXPRY	5	5	5	5	4
AW3QNBWHGXVQK	null	2	3	3	2	3
A2TDK0LD62WZ8Y	31N2WW6R9SYK4G4N9M859ZQ2OCUF3H	2	2	1	1	1
A2ZDQ7YVKJUV8E	31QNSG6A5S1TQKVN3K5PCOLW6A487Z	3	3	3	2	3
A1L2B0TD5EO9VJ	3K772S5NP9J7SABQTWD1VB6CVGYHE9	2	2	3	2	2
A3QA0Y16Q4273V	3TEM0PF1Q65RP4RUZTVWJ1PA9NV0DX	2	2	2	1	2
A2S834OHCORO1W	31T4R4OBOTOV2NL0KWLUEAHFW1P7C4	5	5	5	5	5
AKWH1P9W1KL35	3WRFBPLXRBWWS8H47ARIH4ZBQ3H3ND	3	3	3	3	3
AGNJKSH5LFKXZ	38SKSKU7R25LUBW2G0IQ8IXB4QEILQ	4	4	4	3	3
A2N1DLRPX126KB	3EJPLAJKENOP6GI5T00AJUI4A8RZ6W	3	3	5	4	3
A2WX227WZ2TRZF	30ZX6P7VF93BO0U0OCLL5ND2B5D2JY	4	4	4	4	4
A8TGE09ODEBAA	3M23Y66PO3FS54WRY862N1L1NTQS6J	3	5	3	4	3
A593NTVU7Y8PE	3C6FJU71TR1A31Y1TWWULTNI704UY1	3	4	5	4	2
A2IBLAKBXPA6PQ	30MVJZJNHNLMOKFZ9L00FALGHBMJ96	4	4	4	5	4
A2PT807IOVL21E	35GMH2SV3FPHKRXDX98RFK3D72DEOV	5	4	5	4	3
A3HGZDLMCKGPSE	3DBQWDE4Y76Z6N48LTFBW1XV4Z9N5O	3	2	2	2	3
AMD1LYNQAH3R8	3DEL4X4EL7T2K5SWY17H50MM1IMXYX	2	1	2	2	2
AP43EYS9D1Z9E	3JNQLM5FT5UHJQI0RXXYL2QUFUH2LZ	2	2	2	2	2
A1H2AHH07EK4MC	336KAV9KYR01JPPZACMOFASQO9KY2M	2	2	3	2	2
A1U43WUOJQBK5T	3TE3O85731GSMODDWHUU7EZTLM72RQ	3	3	1	1	1
A2BNOEYZ3VRW2R	3A1PQ49WVIP889HEH8IMORNI67WH1S	3	3	3	4	3
AVEEXNWYXBSGM	33PPO7FECWN2WZ8A3JK2P5P6VHEIDC	4	4	5	4	4
A354BZYDEB1836	326O153BMJ6QGU6O70UB4QRE3O6EDY	2	1	3	2	2
A3UMM2Y3QRZKSK	3LOZAJ85YELCJKZP5G0MWWLHM3V2XP	5	5	5	4	4
AIKGRONGYB038	34MAJL3QP5VA607YP5CMIVTBZMQ43N	2	2	3	2	2
A2SJC9VRBGNC58	352YTHGROWLP08EX4Q1OMPULIR84HU	4	3	4	3	4
A1DW9207C44SRI	3GDTJDAPVVJCBN2A7Q7EV6IM1Z3M8S	2	2	2	2	2
A35ROC8J91VOW0	36AHBNMV1SKOMZNF7165BTJUL0FDYG	1	1	2	1	2
AEKNKYFP4VEHM	3U088ZLJVL1QYARLGO0MBPEVG350WA	5	5	5	4	3
